RECHTSTRÄGER;QUARTAL;BEKANNTGABE;LEERMELDUNG;MEDIUM_MEDIENINHABER;EURO
Graz Tourismus und Stadtmarketing GmbH;20124;2;0;ORF Steiermark;7500
Graz Tourismus und Stadtmarketing GmbH;20124;4;1;;
Graz 2003 - Kulturhauptstadt Europas Organisations GmbH;20124;2;1;;
Graz 2003 - Kulturhauptstadt Europas Organisations GmbH;20124;4;1;;
Grazer Altstadterhaltungsfonds;20124;2;1;;
Grazer Altstadterhaltungsfonds;20124;4;1;;
Grazer Energieagentur Ges.m.b.H.;20124;2;1;;
Grazer Energieagentur Ges.m.b.H.;20124;4;1;;
Grazer Schleppbahn GmbH;20124;2;1;;
Grazer Schleppbahn GmbH;20124;4;1;;
Grazer Spielstätten Orpheum, Dom im Berg u. Schloßbergbühne Kasematten GmbH;20124;2;0;Kleine Zeitung;12492
Grazer Spielstätten Orpheum, Dom im Berg u. Schloßbergbühne Kasematten GmbH;20124;4;1;;
Grazer Unternehmensfinanzierungs GmbH;20124;2;1;;
Grazer Unternehmensfinanzierungs GmbH;20124;4;1;;
Graz-Köflacher Bahn und Busbetrieb GmbH;20124;2;1;;
Graz-Köflacher Bahn und Busbetrieb GmbH;20124;4;1;;
GRB Geothermie Ried Bohrung GmbH;20124;2;1;;
GRB Geothermie Ried Bohrung GmbH;20124;4;1;;
Große Tulln Wasserverband;20124;2;1;;
Große Tulln Wasserverband;20124;4;1;;
Großglockner-Hochalpenstraßen- Aktiengesellschaft;20124;2;1;;
Großglockner-Hochalpenstraßen- Aktiengesellschaft;20124;4;1;;
Gründer- u. Dienstleistungszentrum W. B. a. d. M. Ges.m.b.H.;20124;2;1;;
Gründer- u. Dienstleistungszentrum W. B. a. d. M. Ges.m.b.H.;20124;4;1;;
Grundsteuereinhebungsverband Laa an der Thaya;20124;2;1;;
Grundsteuereinhebungsverband Laa an der Thaya;20124;4;1;;
Grundverwertung GmbH;20124;2;1;;
Grundverwertung GmbH;20124;4;1;;
Grutschgasse 1-3 GmbH;20124;2;1;;
Grutschgasse 1-3 GmbH;20124;4;1;;
"GSE ""Gasometer"" Shopping- und Entertainment Center Vermietungs GmbH";20124;2;0;Planet.tt;6333,99
"GSE ""Gasometer"" Shopping- und Entertainment Center Vermietungs GmbH";20124;4;1;;
GTZ Gründer- und Technologiezentrum Wels GMBH;20124;2;1;;
GTZ Gründer- und Technologiezentrum Wels GMBH;20124;4;1;;
Gustav Figdor Preis - Stiftung bei der Österreichischen Akademie der Wissenschaften;20124;2;1;;
Gustav Figdor Preis - Stiftung bei der Österreichischen Akademie der Wissenschaften;20124;4;1;;
Güterterminal Werndorf Projekt GmbH;20124;2;1;;
Güterterminal Werndorf Projekt GmbH;20124;4;1;;
GWG - Gemeinnützige Wohnungsgesellschaft der Stadt Linz GmbH;20124;2;1;;
GWG - Gemeinnützige Wohnungsgesellschaft der Stadt Linz GmbH;20124;4;1;;
GZW Gesundheitszentrum Wörgl Errichtungs GmbH;20124;2;1;;
GZW Gesundheitszentrum Wörgl Errichtungs GmbH;20124;4;1;;
HAELA Abfallverwertung GmbH;20124;2;1;;
HAELA Abfallverwertung GmbH;20124;4;1;;
Hafen Bregenz GmbH;20124;2;1;;
Hafen Bregenz GmbH;20124;4;1;;
Halle E+G BetriebsgmbH;20124;2;1;;
Halle E+G BetriebsgmbH;20124;4;1;;
Halle E+G BetriebsgmbH & Kunsthallenbetriebsges.m.b.H. OG;20124;2;1;;
Halle E+G BetriebsgmbH & Kunsthallenbetriebsges.m.b.H. OG;20124;4;1;;
HALLEINER KRANKENANSTALTEN BETRIEBSGESELLSCHAFT M.B.H.;20124;2;1;;
HALLEINER KRANKENANSTALTEN BETRIEBSGESELLSCHAFT M.B.H.;20124;4;1;;
Halleiner Parkgaragen Gesellschaft m.b.H.;20124;2;1;;
Halleiner Parkgaragen Gesellschaft m.b.H.;20124;4;1;;
Hannes Androsch Stiftung bei der österreichischen Akademie der Wissenschaften;20124;2;1;;
Hannes Androsch Stiftung bei der österreichischen Akademie der Wissenschaften;20124;4;1;;
Hans Goedicke-Stiftung bei der österreichischen Akademie der Wissenschaften;20124;2;1;;
Hans Goedicke-Stiftung bei der österreichischen Akademie der Wissenschaften;20124;4;1;;
Hans Hechenbichler Erdölprodukte Gesellschaft m.b.H.;20124;2;1;;
Hans Hechenbichler Erdölprodukte Gesellschaft m.b.H.;20124;4;1;;
Hans und Blanca Moser Stiftung zur Förderung der Ausbildung von Krebs- und Herzspezialisten;20124;2;1;;
Hans und Blanca Moser Stiftung zur Förderung der Ausbildung von Krebs- und Herzspezialisten;20124;4;1;;
Hans und Blanca Moser Stiftung zur Unterstützung alter, alleinstehender Menschen;20124;2;1;;
Hans und Blanca Moser Stiftung zur Unterstützung alter, alleinstehender Menschen;20124;4;1;;
Harder Sport- und Freizeitanlagen BetriebsgesmbH;20124;2;1;;
Harder Sport- und Freizeitanlagen BetriebsgesmbH;20124;4;1;;
Hauptbahnhof Zwei Holding GmbH;20124;2;1;;
Hauptbahnhof Zwei Holding GmbH;20124;4;1;;
Hauptschule Abfaltersbach;20124;2;1;;
Hauptschule Abfaltersbach;20124;4;1;;
Hauptschule Bad Radkersburg;20124;2;1;;
Hauptschule Bad Radkersburg;20124;4;1;;
Hauptschule bzw Mittelschule Wolfsberg;20124;2;1;;
Hauptschule bzw Mittelschule Wolfsberg;20124;4;1;;
Hauptschule St. Georgen an der Stiefing;20124;2;1;;
Hauptschule St. Georgen an der Stiefing;20124;4;1;;
Hauptschulgemeinde Albrechtsberg;20124;2;1;;
Hauptschulgemeinde Albrechtsberg;20124;4;1;;
Hauptschulgemeinde Alland;20124;2;1;;
Hauptschulgemeinde Alland;20124;4;1;;
Hauptschulgemeinde Allentsteig;20124;2;1;;
Hauptschulgemeinde Allentsteig;20124;4;1;;
Hauptschulgemeinde Allhartsberg;20124;2;1;;
Hauptschulgemeinde Allhartsberg;20124;4;1;;
Hauptschulgemeinde Altlengbach-Laabental;20124;2;1;;
Hauptschulgemeinde Altlengbach-Laabental;20124;4;1;;
Hauptschulgemeinde Amstetten;20124;2;1;;
Hauptschulgemeinde Amstetten;20124;4;1;;
Hauptschulgemeinde Arbesbach;20124;2;1;;
Hauptschulgemeinde Arbesbach;20124;4;1;;
Hauptschulgemeinde Aspang Markt;20124;2;1;;
Hauptschulgemeinde Aspang Markt;20124;4;1;;
Hauptschulgemeinde Asparn/Zaya;20124;2;1;;
Hauptschulgemeinde Asparn/Zaya;20124;4;1;;
Hauptschulgemeinde Atzenbrugg;20124;2;1;;
Hauptschulgemeinde Atzenbrugg;20124;4;1;;
Hauptschulgemeinde Atzenbrugg KG;20124;2;1;;
Hauptschulgemeinde Atzenbrugg KG;20124;4;1;;
Hauptschulgemeinde Auersthal;20124;2;1;;
Hauptschulgemeinde Auersthal;20124;4;1;;
Hauptschulgemeinde Bad Erlach;20124;2;1;;
Hauptschulgemeinde Bad Erlach;20124;4;1;;
Hauptschulgemeinde Bad Großpertholz;20124;2;1;;
Hauptschulgemeinde Bad Großpertholz;20124;4;1;;
Hauptschulgemeinde Baden;20124;2;1;;
Hauptschulgemeinde Baden;20124;4;1;;
Hauptschulgemeinde Berndorf;20124;2;1;;
Hauptschulgemeinde Berndorf;20124;4;1;;
Hauptschulgemeinde Blindenmarkt;20124;2;1;;
Hauptschulgemeinde Blindenmarkt;20124;4;1;;
Hauptschulgemeinde Brunn am Gebirge - Maria Enzersdorf;20124;2;1;;
Hauptschulgemeinde Brunn am Gebirge - Maria Enzersdorf;20124;4;1;;
Hauptschulgemeinde Dobersberg;20124;2;1;;
Hauptschulgemeinde Dobersberg;20124;4;1;;
Hauptschulgemeinde Drasenhofen;20124;2;1;;
Hauptschulgemeinde Drasenhofen;20124;4;1;;
Hauptschulgemeinde Drosendorf-Zissersdorf;20124;2;1;;
Hauptschulgemeinde Drosendorf-Zissersdorf;20124;4;1;;
Hauptschulgemeinde Dürnkrut;20124;2;1;;
Hauptschulgemeinde Dürnkrut;20124;4;1;;
Hauptschulgemeinde Ebenfurth;20124;2;1;;
Hauptschulgemeinde Ebenfurth;20124;4;1;;
Hauptschulgemeinde Ebreichsdorf;20124;2;1;;
Hauptschulgemeinde Ebreichsdorf;20124;4;1;;
Hauptschulgemeinde Edlitz;20124;2;1;;
Hauptschulgemeinde Edlitz;20124;4;1;;
Hauptschulgemeinde Eggenburg;20124;2;1;;
Hauptschulgemeinde Eggenburg;20124;4;1;;
Hauptschulgemeinde Eichgraben;20124;2;1;;
Hauptschulgemeinde Eichgraben;20124;4;1;;
Hauptschulgemeinde Emmersdorf an der Donau;20124;2;1;;
Hauptschulgemeinde Emmersdorf an der Donau;20124;4;1;;
Hauptschulgemeinde Ernstbrunn;20124;2;1;;
Hauptschulgemeinde Ernstbrunn;20124;4;1;;
Hauptschulgemeinde Ertl (Schulgemeindeverband);20124;2;1;;
Hauptschulgemeinde Ertl (Schulgemeindeverband);20124;4;1;;
Hauptschulgemeinde Euratsfeld;20124;2;1;;
Hauptschulgemeinde Euratsfeld;20124;4;1;;
Hauptschulgemeinde Felixdorf;20124;2;1;;
Hauptschulgemeinde Felixdorf;20124;4;1;;
Hauptschulgemeinde Fels am Wagram;20124;2;1;;
Hauptschulgemeinde Fels am Wagram;20124;4;1;;
Hauptschulgemeinde Fischamend/Haslau-Maria Ellend;20124;2;1;;
Hauptschulgemeinde Fischamend/Haslau-Maria Ellend;20124;4;1;;
Hauptschulgemeinde Frankenfels;20124;2;1;;
Hauptschulgemeinde Frankenfels;20124;4;1;;
Hauptschulgemeinde Furth;20124;2;1;;
Hauptschulgemeinde Furth;20124;4;1;;
Hauptschulgemeinde Gänserndorf;20124;2;1;;
Hauptschulgemeinde Gänserndorf;20124;4;1;;
Hauptschulgemeinde Gars;20124;2;1;;
Hauptschulgemeinde Gars;20124;4;1;;
Hauptschulgemeinde Gaweinstal;20124;2;1;;
Hauptschulgemeinde Gaweinstal;20124;4;1;;
Hauptschulgemeinde Gföhl;20124;2;1;;
Hauptschulgemeinde Gföhl;20124;4;1;;
Hauptschulgemeinde Gloggnitz;20124;2;1;;
Hauptschulgemeinde Gloggnitz;20124;4;1;;
Hauptschulgemeinde Gmünd;20124;2;1;;
Hauptschulgemeinde Gmünd;20124;4;1;;
Hauptschulgemeinde Göllersdorf;20124;2;1;;
Hauptschulgemeinde Göllersdorf;20124;4;1;;
Hauptschulgemeinde Göstling an der Ybbs;20124;2;1;;
Hauptschulgemeinde Göstling an der Ybbs;20124;4;1;;
Hauptschulgemeinde Grafenegg;20124;2;1;;
Hauptschulgemeinde Grafenegg;20124;4;1;;
Hauptschulgemeinde Gramatneusiedl;20124;2;1;;
Hauptschulgemeinde Gramatneusiedl;20124;4;1;;
Hauptschulgemeinde Gresten;20124;2;1;;
Hauptschulgemeinde Gresten;20124;4;1;;
Hauptschulgemeinde Großkrut;20124;2;1;;
Hauptschulgemeinde Großkrut;20124;4;1;;
Hauptschulgemeinde Groß-Siegharts;20124;2;1;;
Hauptschulgemeinde Groß-Siegharts;20124;4;1;;
Hauptschulgemeinde Großweikersdorf;20124;2;1;;
Hauptschulgemeinde Großweikersdorf;20124;4;1;;
Hauptschulgemeinde Grünbach;20124;2;1;;
Hauptschulgemeinde Grünbach;20124;4;1;;
Hauptschulgemeinde Haag;20124;2;1;;
Hauptschulgemeinde Haag;20124;4;1;;
Hauptschulgemeinde Hadres;20124;2;1;;
Hauptschulgemeinde Hadres;20124;4;1;;
Hauptschulgemeinde Haidershofen;20124;2;1;;
Hauptschulgemeinde Haidershofen;20124;4;1;;
Hauptschulgemeinde Haidershofen Orts- und Infrastrukturentwicklungs-Kommanditgesellschaft;20124;2;1;;
Hauptschulgemeinde Haidershofen Orts- und Infrastrukturentwicklungs-Kommanditgesellschaft;20124;4;1;;
Hauptschulgemeinde Hainburg;20124;2;1;;
Hauptschulgemeinde Hainburg;20124;4;1;;
Hauptschulgemeinde Hainfeld;20124;2;1;;
Hauptschulgemeinde Hainfeld;20124;4;1;;
Hauptschulgemeinde Harmannsdorf;20124;2;1;;
Hauptschulgemeinde Harmannsdorf;20124;4;1;;
Hauptschulgemeinde Haugsdorf;20124;2;1;;
Hauptschulgemeinde Haugsdorf;20124;4;1;;
Hauptschulgemeinde Hausbrunn - Altlichtenwarth;20124;2;1;;
Hauptschulgemeinde Hausbrunn - Altlichtenwarth;20124;4;1;;
Hauptschulgemeinde Hausleiten;20124;2;1;;
Hauptschulgemeinde Hausleiten;20124;4;1;;
Hauptschulgemeinde Herzogenburg;20124;2;1;;
Hauptschulgemeinde Herzogenburg;20124;4;1;;
Hauptschulgemeinde Hinterbrühl;20124;2;1;;
Hauptschulgemeinde Hinterbrühl;20124;4;1;;
Hauptschulgemeinde Hirtenberg;20124;2;1;;
Hauptschulgemeinde Hirtenberg;20124;4;1;;
Hauptschulgemeinde Hofstetten-Grünau-Rabenstein;20124;2;1;;
Hauptschulgemeinde Hofstetten-Grünau-Rabenstein;20124;4;1;;
Hauptschulgemeinde Hohenau an der March;20124;2;1;;
Hauptschulgemeinde Hohenau an der March;20124;4;1;;
Hauptschulgemeinde Hohenruppersdorf;20124;2;1;;
Hauptschulgemeinde Hohenruppersdorf;20124;4;1;;
Hauptschulgemeinde Hollabrunn;20124;2;1;;
Hauptschulgemeinde Hollabrunn;20124;4;1;;
Hauptschulgemeinde Hollenstein/Ybbs;20124;2;1;;
Hauptschulgemeinde Hollenstein/Ybbs;20124;4;1;;
Hauptschulgemeinde Horn;20124;2;1;;
Hauptschulgemeinde Horn;20124;4;1;;
Hauptschulgemeinde Irnfritz-Messern;20124;2;1;;
Hauptschulgemeinde Irnfritz-Messern;20124;4;1;;
Hauptschulgemeinde Karlstetten;20124;2;1;;
Hauptschulgemeinde Karlstetten;20124;4;1;;
Hauptschulgemeinde Kautzen;20124;2;1;;
Hauptschulgemeinde Kautzen;20124;4;1;;
Hauptschulgemeinde Kilb;20124;2;1;;
Hauptschulgemeinde Kilb;20124;4;1;;
Hauptschulgemeinde Kirchberg am Wagram;20124;2;1;;
Hauptschulgemeinde Kirchberg am Wagram;20124;4;1;;
Hauptschulgemeinde Kirchberg am Wechsel;20124;2;1;;
Hauptschulgemeinde Kirchberg am Wechsel;20124;4;1;;
Hauptschulgemeinde Kirchberg an der Pielach;20124;2;1;;
Hauptschulgemeinde Kirchberg an der Pielach;20124;4;1;;
Hauptschulgemeinde Korneuburg;20124;2;1;;
Hauptschulgemeinde Korneuburg;20124;4;1;;
Hauptschulgemeinde Krems;20124;2;1;;
Hauptschulgemeinde Krems;20124;4;1;;
Hauptschulgemeinde Krumbach;20124;2;1;;
Hauptschulgemeinde Krumbach;20124;4;1;;
Hauptschulgemeinde Krummnußbaum;20124;2;1;;
Hauptschulgemeinde Krummnußbaum;20124;4;1;;
Hauptschulgemeinde Laa an der Thaya;20124;2;1;;
Hauptschulgemeinde Laa an der Thaya;20124;4;1;;
Hauptschulgemeinde Langenlois;20124;2;1;;
Hauptschulgemeinde Langenlois;20124;4;1;;
Hauptschulgemeinde Langenzersdorf;20124;2;1;;
Hauptschulgemeinde Langenzersdorf;20124;4;1;;
Hauptschulgemeinde Lanzendorf;20124;2;1;;
Hauptschulgemeinde Lanzendorf;20124;4;1;;
Hauptschulgemeinde Lanzenkirchen;20124;2;1;;
Hauptschulgemeinde Lanzenkirchen;20124;4;1;;
Hauptschulgemeinde Lassee;20124;2;1;;
Hauptschulgemeinde Lassee;20124;4;1;;
Hauptschulgemeinde Leobersdorf;20124;2;1;;
Hauptschulgemeinde Leobersdorf;20124;4;1;;
Hauptschulgemeinde Leopoldsdorf im Marchfeld;20124;2;1;;
Hauptschulgemeinde Leopoldsdorf im Marchfeld;20124;4;1;;
Hauptschulgemeinde Lichtenegg;20124;2;1;;
Hauptschulgemeinde Lichtenegg;20124;4;1;;
Hauptschulgemeinde Lilienfeld;20124;2;1;;
Hauptschulgemeinde Lilienfeld;20124;4;1;;
Hauptschulgemeinde Litschau;20124;2;1;;
Hauptschulgemeinde Litschau;20124;4;1;;
Hauptschulgemeinde Loosdorf;20124;2;1;;
Hauptschulgemeinde Loosdorf;20124;4;1;;
Hauptschulgemeinde Mank;20124;2;1;;
Hauptschulgemeinde Mank;20124;4;1;;
Hauptschulgemeinde Mannersdorf am Leithagebirge;20124;2;1;;
Hauptschulgemeinde Mannersdorf am Leithagebirge;20124;4;1;;
Hauptschulgemeinde Markt Piesting;20124;2;1;;
Hauptschulgemeinde Markt Piesting;20124;4;1;;
Hauptschulgemeinde Martinsberg;20124;2;1;;
Hauptschulgemeinde Martinsberg;20124;4;1;;
Hauptschulgemeinde Matzen-Raggendorf;20124;2;1;;
Hauptschulgemeinde Matzen-Raggendorf;20124;4;1;;
Hauptschulgemeinde Mautern an der Donau;20124;2;1;;
Hauptschulgemeinde Mautern an der Donau;20124;4;1;;
Hauptschulgemeinde Melk;20124;2;1;;
Hauptschulgemeinde Melk;20124;4;1;;
Hauptschulgemeinde Mistelbach;20124;2;1;;
Hauptschulgemeinde Mistelbach;20124;4;1;;
Hauptschulgemeinde Mödling;20124;2;1;;
Hauptschulgemeinde Mödling;20124;4;1;;
Hauptschulgemeinde Neunkirchen;20124;2;1;;
Hauptschulgemeinde Neunkirchen;20124;4;1;;
Hauptschulgemeinde Neusiedl/Zaya;20124;2;1;;
Hauptschulgemeinde Neusiedl/Zaya;20124;4;1;;
Hauptschulgemeinde Neustadtl an der Donau;20124;2;1;;
Hauptschulgemeinde Neustadtl an der Donau;20124;4;1;;
Hauptschulgemeinde Ober-Grafendorf;20124;2;1;;
Hauptschulgemeinde Ober-Grafendorf;20124;4;1;;
Hauptschulgemeinde Orth an der Donau;20124;2;1;;
Hauptschulgemeinde Orth an der Donau;20124;4;1;;
Hauptschulgemeinde Ottenschlag;20124;2;1;;
Hauptschulgemeinde Ottenschlag;20124;4;1;;
Hauptschulgemeinde Payerbach;20124;2;1;;
Hauptschulgemeinde Payerbach;20124;4;1;;
Hauptschulgemeinde Perchtoldsdorf;20124;2;1;;
Hauptschulgemeinde Perchtoldsdorf;20124;4;1;;
Hauptschulgemeinde Pernitz;20124;2;1;;
Hauptschulgemeinde Pernitz;20124;4;1;;
Hauptschulgemeinde Persenbeug;20124;2;1;;
Hauptschulgemeinde Persenbeug;20124;4;1;;
Hauptschulgemeinde Persenbeug KG;20124;2;1;;
Hauptschulgemeinde Persenbeug KG;20124;4;1;;
Hauptschulgemeinde Pitten;20124;2;1;;
Hauptschulgemeinde Pitten;20124;4;1;;
Hauptschulgemeinde Pöchlarn;20124;2;1;;
Hauptschulgemeinde Pöchlarn;20124;4;1;;
Hauptschulgemeinde Pöggstall;20124;2;1;;
Hauptschulgemeinde Pöggstall;20124;4;1;;
Hauptschulgemeinde Poysdorf;20124;2;1;;
Hauptschulgemeinde Poysdorf;20124;4;1;;
Hauptschulgemeinde Pressbaum;20124;2;1;;
Hauptschulgemeinde Pressbaum;20124;4;1;;
Hauptschulgemeinde Prinzersdorf;20124;2;1;;
Hauptschulgemeinde Prinzersdorf;20124;4;1;;
Hauptschulgemeinde Pulkau;20124;2;1;;
Hauptschulgemeinde Pulkau;20124;4;1;;
Hauptschulgemeinde Purkersdorf;20124;2;1;;
Hauptschulgemeinde Purkersdorf;20124;4;1;;
Hauptschulgemeinde Raabs an der Thaya;20124;2;1;;
Hauptschulgemeinde Raabs an der Thaya;20124;4;1;;
Hauptschulgemeinde Rastenfeld;20124;2;1;;
Hauptschulgemeinde Rastenfeld;20124;4;1;;
Hauptschulgemeinde Ravelsbach;20124;2;1;;
Hauptschulgemeinde Ravelsbach;20124;4;1;;
Hauptschulgemeinde Retz;20124;2;1;;
Hauptschulgemeinde Retz;20124;4;1;;
Hauptschulgemeinde Scheibbs;20124;2;1;;
Hauptschulgemeinde Scheibbs;20124;4;1;;
Hauptschulgemeinde Scheiblingkirchen;20124;2;1;;
Hauptschulgemeinde Scheiblingkirchen;20124;4;1;;
Hauptschulgemeinde Schönbach;20124;2;1;;
Hauptschulgemeinde Schönbach;20124;4;1;;
Hauptschulgemeinde Schrems;20124;2;1;;
Hauptschulgemeinde Schrems;20124;4;1;;
Hauptschulgemeinde Schwadorf;20124;2;1;;
Hauptschulgemeinde Schwadorf;20124;4;1;;
Hauptschulgemeinde Schwarzau im Gebirge;20124;2;1;;
Hauptschulgemeinde Schwarzau im Gebirge;20124;4;1;;
Hauptschulgemeinde Schwechat/Neue Mittelschule;20124;2;1;;
Hauptschulgemeinde Schwechat/Neue Mittelschule;20124;4;1;;
Hauptschulgemeinde Schwechat/Sporthauptschule;20124;2;1;;
Hauptschulgemeinde Schwechat/Sporthauptschule;20124;4;1;;
Hauptschulgemeinde Schweiggers;20124;2;1;;
Hauptschulgemeinde Schweiggers;20124;4;1;;
Hauptschulgemeinde Seitenstetten;20124;2;1;;
Hauptschulgemeinde Seitenstetten;20124;4;1;;
Hauptschulgemeinde Sonntagberg-Rosenau;20124;2;1;;
Hauptschulgemeinde Sonntagberg-Rosenau;20124;4;1;;
Hauptschulgemeinde Spitz/Donau;20124;2;1;;
Hauptschulgemeinde Spitz/Donau;20124;4;1;;
Hauptschulgemeinde St. Andrä-Wördern;20124;2;1;;
Hauptschulgemeinde St. Andrä-Wördern;20124;4;1;;
Hauptschulgemeinde St. Leonhard am Forst;20124;2;1;;
Hauptschulgemeinde St. Leonhard am Forst;20124;4;1;;
Hauptschulgemeinde St. Peter - Ramingtal;20124;2;1;;
Hauptschulgemeinde St. Peter - Ramingtal;20124;4;1;;
Hauptschulgemeinde St. Pölten;20124;2;1;;
Hauptschulgemeinde St. Pölten;20124;4;1;;
Hauptschulgemeinde St. Valentin;20124;2;1;;
Hauptschulgemeinde St. Valentin;20124;4;1;;
Hauptschulgemeinde Steinakirchen;20124;2;1;;
Hauptschulgemeinde Steinakirchen;20124;4;1;;
Hauptschulgemeinde Stockerau;20124;2;1;;
Hauptschulgemeinde Stockerau;20124;4;1;;
Hauptschulgemeinde Stronsdorf;20124;2;1;;
Hauptschulgemeinde Stronsdorf;20124;4;1;;
Hauptschulgemeinde Teesdorf;20124;2;1;;
Hauptschulgemeinde Teesdorf;20124;4;1;;
Hauptschulgemeinde Ternitz;20124;2;1;;
Hauptschulgemeinde Ternitz;20124;4;1;;
Hauptschulgemeinde Traisen;20124;2;1;;
Hauptschulgemeinde Traisen;20124;4;1;;
Hauptschulgemeinde und Polytechnische Schule Neulengbach;20124;2;1;;
Hauptschulgemeinde und Polytechnische Schule Neulengbach;20124;4;1;;
Hauptschulgemeinde und Polytechnischer Lehrgang Böheimkirchen;20124;2;1;;
Hauptschulgemeinde und Polytechnischer Lehrgang Böheimkirchen;20124;4;1;;
Hauptschulgemeinde und Polytechnischer Lehrgang Ybbs;20124;2;1;;
Hauptschulgemeinde und Polytechnischer Lehrgang Ybbs;20124;4;1;;
Hauptschulgemeinde Vitis;20124;2;1;;
Hauptschulgemeinde Vitis;20124;4;1;;
Hauptschulgemeinde Waidhofen;20124;2;1;;
Hauptschulgemeinde Waidhofen;20124;4;1;;
Hauptschulgemeinde Waidhofen an der Ybbs;20124;2;1;;
Hauptschulgemeinde Waidhofen an der Ybbs;20124;4;1;;
Hauptschulgemeinde Weissenbach;20124;2;1;;
Hauptschulgemeinde Weissenbach;20124;4;1;;
Hauptschulgemeinde Weitra;20124;2;1;;
Hauptschulgemeinde Weitra;20124;4;1;;
Hauptschulgemeinde Wieselburg;20124;2;1;;
Hauptschulgemeinde Wieselburg;20124;4;1;;
Hauptschulgemeinde Wiesmath;20124;2;1;;
Hauptschulgemeinde Wiesmath;20124;4;1;;
Hauptschulgemeinde Winzendorf-Muthmannsdorf;20124;2;1;;
Hauptschulgemeinde Winzendorf-Muthmannsdorf;20124;4;1;;
Hauptschulgemeinde Wölbling;20124;2;1;;
Hauptschulgemeinde Wölbling;20124;4;1;;
Hauptschulgemeinde Wolkersdorf;20124;2;1;;
Hauptschulgemeinde Wolkersdorf;20124;4;1;;
Hauptschulgemeinde Wullersdorf;20124;2;1;;
Hauptschulgemeinde Wullersdorf;20124;4;1;;
Hauptschulgemeinde Yspertal;20124;2;1;;
Hauptschulgemeinde Yspertal;20124;4;1;;
Hauptschulgemeinde Ziersdorf;20124;2;1;;
Hauptschulgemeinde Ziersdorf;20124;4;1;;
Hauptschulgemeinde Zistersdorf;20124;2;1;;
Hauptschulgemeinde Zistersdorf;20124;4;1;;
Hauptschulgemeinde Zwettl;20124;2;1;;
Hauptschulgemeinde Zwettl;20124;4;1;;
Hauptschulsprengel Gries am Brenner;20124;2;1;;
Hauptschulsprengel Gries am Brenner;20124;4;1;;
Hauptschulverband Außermontafon;20124;2;1;;
Hauptschulverband Außermontafon;20124;4;1;;
Hauptschulverband Außermontafon Immobilienverwaltungs KG;20124;2;1;;
Hauptschulverband Außermontafon Immobilienverwaltungs KG;20124;4;1;;
Hauptschulverband Brixlegg und Münster;20124;2;1;;
Hauptschulverband Brixlegg und Münster;20124;4;1;;
Hauptschulverband Ehrenhausen;20124;2;1;;
Hauptschulverband Ehrenhausen;20124;4;1;;
Hauptschulverband Ehrwald;20124;2;1;;
Hauptschulverband Ehrwald;20124;4;1;;
Hauptschulverband Fügen;20124;2;1;;
Hauptschulverband Fügen;20124;4;1;;
Hauptschulverband Großes Walsertal;20124;2;1;;
Hauptschulverband Großes Walsertal;20124;4;1;;
Hauptschulverband Heidenreichstein;20124;2;1;;
Hauptschulverband Heidenreichstein;20124;4;1;;
Hauptschulverband Hippach und Umgebung;20124;2;1;;
Hauptschulverband Hippach und Umgebung;20124;4;1;;
Hauptschulverband Jenbach und Umgebung;20124;2;1;;
Hauptschulverband Jenbach und Umgebung;20124;4;1;;
Hauptschulverband Lechtal;20124;2;1;;
Hauptschulverband Lechtal;20124;4;1;;
Hauptschulverband Matrei am Brenner;20124;2;1;;
Hauptschulverband Matrei am Brenner;20124;4;1;;
Hauptschulverband Nußdorf-Debant;20124;2;1;;
Hauptschulverband Nußdorf-Debant;20124;4;1;;
Hauptschulverband Prutz, Ried und Umgebung;20124;2;1;;
Hauptschulverband Prutz, Ried und Umgebung;20124;4;1;;
Hauptschulverband Rattenberg;20124;2;1;;
Hauptschulverband Rattenberg;20124;4;1;;
Hauptschulverband Reutte;20124;2;1;;
Hauptschulverband Reutte;20124;4;1;;
Hauptschulverband Serfaus-Fiss-Ladis;20124;2;1;;
Hauptschulverband Serfaus-Fiss-Ladis;20124;4;1;;
Hauptschulverband Sillian;20124;2;1;;
Hauptschulverband Sillian;20124;4;1;;
Hauptschulverband Stumm und Umgebung;20124;2;1;;
Hauptschulverband Stumm und Umgebung;20124;4;1;;
Hauptschulverband Tannheimer Tal;20124;2;1;;
Hauptschulverband Tannheimer Tal;20124;4;1;;
Hauptschulverband Virgen;20124;2;1;;
